None,None,སྡེ་དགེ་ཨང་།,མགོ་ཤོག,ཤོག་གྲངས།,མཇུག་ཤོག,ཤོག་གྲངས། ,པེ་ཅིན་ཨང་།,མགོ་ཤོག ,ཤོག་གྲངས།,མཇུག་ཤོག,ཤོག་གྲངས།,སྣར་ཐང་ཨང་།,མགོ་ཤོག ,ཤོག་གྲངས།,མཇུག་ཤོག ,ཤོག་གྲངས།,ཅོ་ནེ་ཨང་།,མགོ་ཤོག,ཤོག་གྲངས།,མཇུག་ཤོག,None,གསེར་བྲིས་མའི་ཨང་།,མགོ་ཤོག,ཤོག་གྲངས།,མཇུག་ཤོག,ཤོག་གྲངས།,None
rktsid,None,dergeid,dergevolb,dergepageb,dergevole,dergepagee,pecingid,pecingvolb,pecingpageb,pecingvole,pecingpagee,narthangid,narthangvolb,narthangpageb,narthangvole,narthangpagee,coneid,conevolb,conepageb,conevole,conepagee,gandenid,gandenvolb,gandenpageb,gandenvole,gandenpagee,None
181.0,དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས,D1464,rgyud 'grel, zha,207a3,rgyud 'grel, zha,208a2,Q2208,rgyud 'grel, pa,209b1,rgyud 'grel, pa,210b3,N998,rgyud 'grel, pa,221a4,rgyud 'grel, pa,222a7,C1434,rgyud 'grel, zha,208a3,rgyud 'grel, zha,209a2,GT183,rgyud 'grel, pa,278b3,rgyud 'grel, pa,279b6,None
181.0,དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས,D1464,(no check),None,None,None,Q2181,rgyud 'grel, pa,41b1,rgyud 'grel, pa,42a8,N971,rgyud 'grel, pa,37b1,rgyud 'grel, pa,38a6,None,None,None,None,None,GT183,(no check),None,None,None,None
181.0,དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས,D1464,(no check),None,None,None,Q4616,rgyud 'grel, pu,73b6,rgyud 'grel, pu,75a1,N3405,rgyud 'grel, pu,74b,rgyud 'grel, pu,75b,None,None,None,None,None,GT183,(no check),None,None,None,None
209.0,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུ,D1494,rgyud 'grel, zha,208a3,rgyud 'grel, zha,209b1,Q2209,rgyud 'grel, pa,210b3,rgyud 'grel, pa,212a5,N999,rgyud 'grel, pa,222a7,rgyud 'grel, pa,224a3,C1435,rgyud 'grel, zha,209a3,rgyud 'grel, zha,210b1,GT211,rgyud 'grel, pa,280a1,rgyud 'grel, pa,281b4,None
210.0,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུའི་འགྲེལ་པ,D1495,rgyud 'grel, zha,209b1,rgyud 'grel, zha,215a5,Q2210,rgyud 'grel, pa,212a5,rgyud 'grel, pa,218b7,N1000,rgyud 'grel, pa,224a3,rgyud 'grel, pa,231a4,C1436,rgyud 'grel, zha,210b1,rgyud 'grel, zha,216a4,GT212,rgyud 'grel, pa,282a1,rgyud 'grel, pa,290a4,None
211.0,སྤྱོད་པའི་གླུ,D1496,rgyud 'grel, zha,215a6,rgyud 'grel, zha,216b4,Q2211,rgyud 'grel, pa,218b8,rgyud 'grel, pa,220b1,N1001,rgyud 'grel, pa,231a4,rgyud 'grel, pa,232b6,C1437,rgyud 'grel, zha,216a4,rgyud 'grel, zha,217b2,GT213,rgyud 'grel, pa,291a1,rgyud 'grel, pa,293a5,None
211.0,སྤྱོད་པའི་གླུ,D1496,(no check),None,None,None,Q5387,dbu ma, gi,16b2,dbu ma, gi,18a5,None,dbu ma, gi,14b4,dbu ma, gi,16a4,C1437,(no check),None,None,None,GT3390,mdo 'grel, gi,17a6,mdo 'grel, gi,19a3,None
212.0,སྤྱོད་པའི་གླུའི་འགྲེལ་པ,D1497,rgyud 'grel, zha,216b4,rgyud 'grel, zha,219a1,Q2212,rgyud 'grel, pa,220b1,rgyud 'grel, pa,223a3,N1002,rgyud 'grel, pa,232b6,rgyud 'grel, pa,235b2,C1438,rgyud 'grel, zha,217b2,rgyud 'grel, zha,219b6,GT214,rgyud 'grel, pa,293a6,rgyud 'grel, pa,296b2,None
265.0,རིགས་ལྡན་མའི་དེ་ཁོ་ན་ཉིད་ངེས་པ,D1557,rgyud 'grel, za,208b6,rgyud 'grel, za,214a5,Q2265,rgyud 'grel, pha,243b6,rgyud 'grel, pha,250b1,N1056,rgyud 'grel, pha,223a6,rgyud 'grel, pha,229b4,C1498,rgyud 'grel, za,209b7,rgyud 'grel, za,215a5,GT267,rgyud 'grel, pha,306a1,rgyud 'grel, pha,314b5,None
298.0,རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ,D1587,rgyud 'grel, 'a,103b1,rgyud 'grel, 'a,104a3,Q2298,rgyud 'grel, pha,420b3,rgyud 'grel, pha,421a8,N1089,rgyud 'grel, pha,385a1,rgyud 'grel, pha,385b3,C1529,rgyud 'grel, 'a,103a7,rgyud 'grel, 'a,104a1,GT300,rgyud 'grel, pha,543b6,rgyud 'grel, pha,545a1,None
302.0,རིན་པོ་ཆེ་རྒྱན་གྱི་སྒྲུབ་པ,D1591,rgyud 'grel, 'a,110a2,rgyud 'grel, 'a,111b1,Q2302,rgyud 'grel, pha,428b5,rgyud 'grel, pha,430a8,N1093,rgyud 'grel, pha,392a5,rgyud 'grel, pha,393b7,C1533,rgyud 'grel, 'a,109b6,rgyud 'grel, 'a,116a6,GT304,rgyud 'grel, pha,553b6,rgyud 'grel, pha,556a2,None
303.0,རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་པའི་ཐབས།,D1592,rgyud 'grel, 'a,111b1,rgyud 'grel, 'a,112b2,Q2303,rgyud 'grel, pha,430b1,rgyud 'grel, pha,431b6,N1094,rgyud 'grel, pha,394a1,rgyud 'grel, pha,395a3,C1534,rgyud 'grel, 'a,111a6,rgyud 'grel, 'a,112a7,GT305,rgyud 'grel, pha,556a3,rgyud 'grel, pha,557b4,None
304.0,དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,D1593,rgyud 'grel, 'a,112b2,rgyud 'grel, 'a,113a5,Q2304,rgyud 'grel, pha,431b6,rgyud 'grel, pha,432b5,N1095,rgyud 'grel, pha,395a3,rgyud 'grel, pha,395b7,C1535,rgyud 'grel, 'a,112a7,rgyud 'grel, 'a,113a2,GT306,rgyud 'grel, pha,558a1,rgyud 'grel, pha,559b2,None
4268.0,རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ།,D1594,rgyud 'grel, 'a,113a5,rgyud 'grel, 'a,114a1,Q2305,rgyud 'grel, pha,432b5,rgyud 'grel, pha,433b3,N1096,rgyud 'grel, pha,395b7,rgyud 'grel, pha,396b4,C1536,rgyud 'grel, 'a,113a2,rgyud 'grel, 'a,113b5,GT307,rgyud 'grel, pha,559b2,rgyud 'grel, pha,560b3,None
480.0,མཆན་ཁུང་གི་སྦྱོར་བ,D1609,rgyud 'grel, ya,72b1,rgyud 'grel, ya,73b5,Q2480,rgyud 'grel, 'a,89b2,rgyud 'grel, 'a,91a4,N1275,rgyud 'grel, 'a,79b2,rgyud 'grel, 'a,81a1,C1552,rgyud 'grel, ya,72a7,rgyud 'grel, ya,73b5,GT484,rgyud 'grel, 'a,102a1,rgyud 'grel, 'a,104a5,None
481.0,རྣལ་འབྱོར་གྱི་རྒྱུད་དཔལ་གདན་བཞི་པའི་སྒྲུབ་ཐབས,D1610,rgyud 'grel, ya,73b5,rgyud 'grel, ya,82a4,Q2481,rgyud 'grel, 'a,91a4,rgyud 'grel, 'a,101a8,N1276,rgyud 'grel, 'a,81a2,rgyud 'grel, 'a,90a4,C1553,rgyud 'grel, ya,73b5,rgyud 'grel, ya,82a4,GT485,rgyud 'grel, 'a,105a1,rgyud 'grel, 'a,118a4,None
483.0,ཡེ་ཤེས་དབང་ཕྱུག་མའི་སྒྲུབ་ཐབས,D1612,rgyud 'grel, ya,103b6,rgyud 'grel, ya,113a3,Q2483,rgyud 'grel, 'a,129a7,rgyud 'grel, 'a,141b8,N1278,rgyud 'grel, 'a,114a5,rgyud 'grel, 'a,125a1,C1555,rgyud 'grel, ya,83b6,rgyud 'grel, ya,113a3,GT487,rgyud 'grel, 'a,154a1,rgyud 'grel, 'a,166b6,None
484.0,རྒྱུད་ཀྱི་རྒྱལ་པོ་དཔལ་གདན་བཞི་པ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་སྙིང་པོ་མདོར་བསགས་པ,D1613,rgyud 'grel, ya,113a4,rgyud 'grel, ya,138a1,Q2484,rgyud 'grel, 'a,142a1,rgyud 'grel, 'a,172b8,N1279,rgyud 'grel, 'a,125a1,rgyud 'grel, 'a,153b3,C1556,rgyud 'grel, ya,113a3,rgyud 'grel, ya,138a1,GT488,rgyud 'grel, 'a,167b1,rgyud 'grel, 'a,200b2,None
485.0,དཔལ་གདན་བཞི་པའི་ཟབ་དོན་སྟོན་པ་ཤིང་གཅིག་གི་དཀའ་འགྲེལ,D1614,rgyud 'grel, ya,138a1,rgyud 'grel, ya,142a3,Q2485,rgyud 'grel, 'a,173a1,rgyud 'grel, 'a,177b6,N1280,rgyud 'grel, 'a,153b3,rgyud 'grel, 'a,158a7,C1557,rgyud 'grel, ya,138a1,rgyud 'grel, ya,142a3,GT489,rgyud 'grel, 'a,201a1,rgyud 'grel, 'a,206b6,None
486.0,རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱི་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ,D1615,rgyud 'grel, ya,142a3,rgyud 'grel, ya,143a7,Q2486,rgyud 'grel, 'a,177b7,rgyud 'grel, 'a,179a5,N1281,rgyud 'grel, 'a,158a7,rgyud 'grel, 'a,159b5,C1558,rgyud 'grel, ya,142a3,rgyud 'grel, ya,143a3,GT490,rgyud 'grel, 'a,207a1,rgyud 'grel, 'a,209a3,None
555.0,སྒྲོལ་མའི་སྒྲུབ་ཐབས,D1683,rgyud 'grel, sha,1b1,rgyud 'grel, sha,5b7,Q2555,rgyud 'grel, la,1a1,rgyud 'grel, la,6b7,N1350,rgyud 'grel, la,1a1,rgyud 'grel, la,7a5,C1627,rgyud 'grel, sha,1b1,rgyud 'grel, sha,5b6,GT559,rgyud 'grel, la,1a1,rgyud 'grel, la,7b4,None
556.0,ཐུགས་རྗེ་ཆེན་པོ་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས་སྤྱིའི་མངོན་པར་རྟོགས་པ,D1684,rgyud 'grel, sha,6a1,rgyud 'grel, sha,6b5,Q2556,rgyud 'grel, la,6b7,rgyud 'grel, la,7b6,N1351,rgyud 'grel, la,7a5,rgyud 'grel, la,8a3,C1628,rgyud 'grel, sha,5b7,rgyud 'grel, sha,6b5,GT560,rgyud 'grel, la,7b4,rgyud 'grel, la,8b5,None
567.0,སྒྲོལ་མ་དཀོན་མཆོག་གསུམ་ལ་བསྟོད་པ,D1695,rgyud 'grel, sha,52a5,rgyud 'grel, sha,52b1,Q2567,rgyud 'grel, la,61b8,rgyud 'grel, la,62a4,N1362,rgyud 'grel, la,54a3,rgyud 'grel, la,54a6,C1639,rgyud 'grel, sha,52a5,rgyud 'grel, sha,52b1,GT570,rgyud 'grel, la,72b2,rgyud 'grel, la,72b5,None
3079.0,བྱང་ཆུབ་ཀྱི་སེམས་བདེ་བའི་མན་ངག,D1696,rgyud 'grel, sha,52b1,rgyud 'grel, sha,53a2,Q2619,rgyud 'grel, la,138a7,rgyud 'grel, la,139a2,N1414,rgyud 'grel, la,124b4,rgyud 'grel, la,125a6,C1640,rgyud 'grel, sha,52b1,rgyud 'grel, sha,53a2,GT622,rgyud 'grel, la,16b5,rgyud 'grel, la,169b4,None
595.0,རྡོ་རྗེ་ཕག་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ,D1724,rgyud 'grel, sha,91a2,rgyud 'grel, sha,91b1,Q2595,rgyud 'grel, la,106b5,rgyud 'grel, la,107a5,N1391,rgyud 'grel, la,96a2,rgyud 'grel, la,96b2,C1668,rgyud 'grel, sha,91a2,rgyud 'grel, sha,91b1,GT598,rgyud 'grel, la,127b5,rgyud 'grel, la,128a6,None
2897.0,དཔལ་མགོན་པོ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཀྱི་རིམ་པ,D1752,rgyud 'grel, sha,156a5,rgyud 'grel, sha,158a2,Q4898,rgyud 'grel, zu,254a1,rgyud 'grel, zu,256a1,N3687,rgyud 'grel, zu,254a3,rgyud 'grel, zu,256a5,C1696,rgyud 'grel, sha,156a1,rgyud 'grel, sha,157b5,GT2897,rgyud 'grel, zu,338a1,rgyud 'grel, zu,340b6,None
627.0,དཔལ་ནག་པོ་ཆེན་པོ་ཡུམ་ཅན་གྱི་སྒྲུབ་ཐབས,D1758,rgyud 'grel, sha,247b7,rgyud 'grel, sha,250b4,Q2627,rgyud 'grel, la,272b1,rgyud 'grel, la,275b3,N1422,rgyud 'grel, la,247a5,rgyud 'grel, la,250b2,C1702,rgyud 'grel, sha,247b7,rgyud 'grel, sha,250b4,GT630,rgyud 'grel, la,338a1,rgyud 'grel, la,342a4,None
628.0,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1759,rgyud 'grel, sha,250b4,rgyud 'grel, sha,251a7,Q2628,rgyud 'grel, la,275b3,rgyud 'grel, la,276a8,N1423,rgyud 'grel, la,250b2,rgyud 'grel, la,251a6,C1703,rgyud 'grel, sha,250b4,rgyud 'grel, sha,251a7,GT631,rgyud 'grel, la,342a4,rgyud 'grel, la,343a4,None
628.0,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1759,(no check),None,None,None,Q4897,rgyud 'grel, zu,250b2,rgyud 'grel, zu,253b8,N3686,rgyud 'grel, zu,250b,rgyud 'grel, zu,254a,C1703,(no check),None,None,None,GT631,(no check),None,None,None,None
628.0,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1759,(no check),None,None,None,Q4900,rgyud 'grel, zu,258b3,rgyud 'grel, zu,259a7,N3689,rgyud 'grel, zu,259a,rgyud 'grel, zu,260a,C1703,(no check),None,None,None,GT631,(no check),None,None,None,None
628.0,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1759,(no check),None,None,None,Q4932,rgyud 'grel, zu,285a5,rgyud 'grel, zu,286a1,N3721,rgyud 'grel, zu,287b,rgyud 'grel, zu,288a,C1703,(no check),None,None,None,GT631,(no check),None,None,None,None
628.0,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1759,(no check),None,None,None,Q4964,rgyud 'grel, 'u,58b6,rgyud 'grel, 'u,59b7,N3753,rgyud 'grel, 'u,53b,rgyud 'grel, 'u,55a,C1703,(no check),None,None,None,GT631,(no check),None,None,None,None
634.0,དཔལ་མགོན་པོའི་གཏོར་མ,D1765,rgyud 'grel, sha,256b4,rgyud 'grel, sha,258b1,Q2634,rgyud 'grel, la,282b2,rgyud 'grel, la,284b4,N1429,rgyud 'grel, la,257a6,rgyud 'grel, la,259b1,C1709,rgyud 'grel, sha,556b3,rgyud 'grel, sha,258a6,GT637,rgyud 'grel, la,351a2,rgyud 'grel, la,353b5,None
637.0,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1771,rgyud 'grel, sha,267b2,rgyud 'grel, sha,268a3,Q2637,rgyud 'grel, la,292a7,rgyud 'grel, la,293a2,N1432,rgyud 'grel, la,266b3,rgyud 'grel, la,267a4,C1715,rgyud 'grel, sha,266b7,rgyud 'grel, sha,267a7,GT640,rgyud 'grel, la,363a4,rgyud 'grel, la,364a1,None
637.0,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1771,(no check),None,None,None,Q4957,rgyud 'grel, 'u,30b3,rgyud 'grel, 'u,39a7,N3746,rgyud 'grel, 'u,27b,rgyud 'grel, 'u,34a,None,None,None,None,None,None,None,None,None,None,None
637.0,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1771,(no check),None,None,None,Q4968,rgyud 'grel, 'u,71a1,rgyud 'grel, 'u,71b8,N3757,rgyud 'grel, 'u,67a,rgyud 'grel, 'u,68a,None,None,None,None,None,None,None,None,None,None,None
638.0,ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1772,rgyud 'grel, sha,268a3,rgyud 'grel, sha,268b1,Q2638,rgyud 'grel, la,293a2,rgyud 'grel, la,293b2,N1433,rgyud 'grel, la,267a4,rgyud 'grel, la,267b3,C1716,rgyud 'grel, sha,267b1,rgyud 'grel, sha,267b5,GT641,rgyud 'grel, la,364a1,rgyud 'grel, la,364b2,None
638.0,ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1772,(no check),None,None,None,Q5171,rgyud 'grel, lu,201a7,rgyud 'grel, lu,201b7,N3960,rgyud 'grel, lu,197b,rgyud 'grel, lu,198a,None,None,None,None,None,GT3169,rgyud 'grel, lu,334a1,rgyud 'grel, lu,334b3,None
638.0,ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,D1772,(no check),None,None,None,Q5172,rgyud 'grel, lu,201b7,rgyud 'grel, lu,203a3,N3961,rgyud 'grel, lu,198a,rgyud 'grel, lu,199a,None,None,None,None,None,GT3170,rgyud 'grel, lu,335b1,rgyud 'grel, lu,336b6,None
639.0,དཔལ་ནག་པོ་ཆེན་པོའི་བསྟོད་པ་རྐང་པ་བརྒྱད་པ,D1773,rgyud 'grel, sha,268b1,rgyud 'grel, sha,269a7,Q2639,rgyud 'grel, la,293b2,rgyud 'grel, la,294b3,N1434,rgyud 'grel, la,267b3,rgyud 'grel, la,268b4,C1717,rgyud 'grel, sha,267b5,rgyud 'grel, sha,268b3,GT642,rgyud 'grel, la,364b2,rgyud 'grel, la,366a1,None
644.0,དཔལ་ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ་བརྒྱད་པ,D1778, rgyud 'grel, sha,272a7,rgyud 'grel, sha,273a6,Q2644,rgyud 'grel, la,298a4,rgyud 'grel, la,299a6,N1439,rgyud 'grel, la,272a3,rgyud 'grel, la,273a5,C1722,rgyud 'grel, sha,271a7,rgyud 'grel, sha,272a6,GT647,rgyud 'grel, la,371a1,rgyud 'grel, la,372b5,None
4283.0,དཔལ་ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ་རྐང་པ་བརྒྱད་པ་ཞེས་བྱ་བ།,D1779,rgyud 'grel, sha,273a6,rgyud 'grel, sha,274a6,Q2645,rgyud 'grel, la,299a6,rgyud 'grel, la,300b1,N1440,rgyud 'grel, la,273a5,rgyud 'grel, la,274a7,C1723,rgyud 'grel, sha,272a6,rgyud 'grel, sha,273a5,GT648,rgyud 'grel, la,372b5,rgyud 'grel, la,274a6,None
646.0,རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་བསྟོད་པ་བརྒྱད་པ,D1780,rgyud 'grel, sha,274a6,rgyud 'grel, sha,275a5,Q2646,rgyud 'grel, la,300b2,rgyud 'grel, la,301b4,N1441,rgyud 'grel, la,274a7,rgyud 'grel, la,275b1,C1724,rgyud 'grel, sha,273a5,rgyud 'grel, sha,274a4,GT649,rgyud 'grel, la,375b1,rgyud 'grel, la,376b4,None
648.0,དཔལ་གསང་བ་འདུས་པའི་རྒྱུད་ཀྱི་རྒྱུད་འགྲེལ,D1784,rgyud 'grel, sa,1b1,rgyud 'grel, sa,283b7,Q2648,rgyud 'grel, sha,1b1,rgyud 'grel, sha,339b2,N1443,rgyud 'grel, sha,1b1,rgyud 'grel, sha,320a6,C1728,rgyud 'grel, sa,1b1,rgyud 'grel, sa,283b3,GT651,rgyud 'grel, sha,1b1,rgyud 'grel, sha,419b6,None
649.0,ལེའུ་བཅོ་བརྒྱད་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,D1784,rgyud 'grel, sa,284a1,rgyud 'grel, sa,324a7,Q2649,rgyud 'grel, sha,339b2,rgyud 'grel, sha,390a8,N1444,rgyud 'grel, sha,320a6,rgyud 'grel, sha,368b,C1729,rgyud 'grel, sa,283b3,rgyud 'grel, sa,322a7,GT652,rgyud 'grel, sha,420a1,rgyud 'grel, sha,475a6,None
650.0,སྒྲོན་མ་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བའི་རྒྱ་ཆེར་བཤད་པ,D1785,rgyud 'grel, ha,1b1,rgyud 'grel, ha,201b2,Q2650,rgyud 'grel, sa,1a1,rgyud 'grel, sa,233a7,N1445,rgyud 'grel, sa,1a1,rgyud 'grel, sa,224b2,C1730,rgyud 'grel, ha,1b1,rgyud 'grel, ha,201b2,GT653,rgyud 'grel, sa,1b1,rgyud 'grel, sa,298b6,None
651.0,སྦྱོར་བ་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བའི་འགྲེལ་པ,D1786,rgyud 'grel, ha,201b2,rgyud 'grel, ha,203b4,Q2651,rgyud 'grel, sa,233a7,rgyud 'grel, sa,235b8,N1446,rgyud 'grel, sa,224b2,rgyud 'grel, sa,227a3,C1731,rgyud 'grel, ha,201b3,rgyud 'grel, ha,203b5,GT654,rgyud 'grel, sa,299a1,rgyud 'grel, sa,301b6,None
657.0,སྒྲོན་མ་གསལ་བར་བྱེད་པའི་དཀའ་བ་བཏུས་པའི་འགྲེལ་པ,D1792,rgyud 'grel, a,201b4,rgyud 'grel, a,212a7,Q2657,rgyud 'grel, ha,242b4,rgyud 'grel, ha,257a8,N1452,rgyud 'grel, ha,232b5,rgyud 'grel, ha,247a7,C1737,rgyud 'grel, a,203a1,rgyud 'grel, a,214a7,GT660,rgyud 'grel, ha,287b1,rgyud 'grel, ha,305a3,None
3085.0,སྒྲོན་མ་གསལ་བར་བྱེད་པའི་དགོངས་པ་རབ་གསལ་ཞེས་བྱ་བའི་བཤད་པའི་ཊཱི་ཀཱ,D1793,rgyud 'grel, ki,1b1,rgyud 'grel, khi,155a5,Q2658,rgyud 'grel, a,1a1,rgyud 'grel, a,348a8,N1453,rgyud 'grel, a,1b1,rgyud 'grel, a,338a7,C1738,rgyud grel, ki,1a1,rgyud 'grel,khi,155a4,GT661,rgyud 'grel, a,1a1,rgyud 'grel, a,392a5,None
658.0,སྒྲོན་མ་གསལ་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད,D1794,rgyud 'grel, khi,155a6,rgyud 'grel, khi,205a7,Q2659,rgyud 'grel, ki,1a1,rgyud 'grel, ki,61b5,N1454,rgyud 'grel, ki,1a1,rgyud 'grel, ki,57b5,C1739,rgyud 'grel, khi,155a4,rgyud 'grel, khi,205a7,GT662,rgyud 'grel, ki,1b1,rgyud 'grel, ki,73a5,None
660.0,སྒྲུབ་པའི་ཐབས་མདོར་བྱས་པ,D1796,rgyud 'grel, ngi,1b1,rgyud 'grel, ngi,11a2,Q2661,rgyud 'grel, gi,1a1,rgyud 'grel, gi,12a6,N1456,rgyud 'grel, gi,1b1,rgyud 'grel, gi,12b3,C1741,rgyud 'grel, ngi,1a1,rgyud 'grel, ngi,11a5,GT664,rgyud 'grel, gi,1b1,rgyud 'grel, gi,14a5,None
661.0,རྣལ་འབྱོར་ཆེན་པོའི་རྒྱུད་དཔལ་གསང་བ་འདུས་པའི་བསྐྱེད་པའི་རིམ་པའི་བསྒོམ་པའི་ཐབས་མདོ་དང་བསྲེས་པ,D1797,rgyud 'grel, ngi,11a2,rgyud 'grel, ngi,15b1,Q2662,rgyud 'grel, gi,12a6,rgyud 'grel, gi,17a7,N1457,rgyud 'grel, gi,12b3,rgyud 'grel, gi,17a6,C1742,rgyud 'grel, ngi,11a5,rgyud 'grel, ngi,15b6,GT665,rgyud 'grel, gi,15b1,rgyud 'grel, gi,21a6,None
662.0,དཔལ་གསང་བ་འདུས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,D1798,rgyud 'grel, ngi,15b1,rgyud 'grel, ngi,35a7,Q2663,rgyud 'grel, gi,17a7,rgyud 'grel, gi,39b3,N1458,rgyud 'grel, gi,17a6,rgyud 'grel, gi,38b4,C1743,rgyud 'grel, ngi,16b6,rgyud 'grel, ngi,36b6,GT666,rgyud 'grel, gi,22b1,rgyud 'grel, gi,50a4,None
663.0,དབང་བཞི་པའི་རབ་ཏུ་བྱེད་པ,D1799,rgyud 'grel, ngi,35a7,rgyud 'grel, ngi,38a5,Q2664,rgyud 'grel, gi,39b3,rgyud 'grel, gi,42b7,N1459,rgyud 'grel, gi,38b4,rgyud 'grel, gi,41b5,C1744,rgyud 'grel, ngi,36a7,rgyud 'grel, ngi,39a5,GT667,rgyud 'grel, gi,51b1,rgyud 'grel, gi,55a6,None
663.0,དབང་བཞི་པའི་རབ་ཏུ་བྱེད་པ,D1799,(no check),None,None,None,Q3106,rgyud 'grel, mi,368b3,rgyud 'grel, mi,369a8,N1902,rgyud 'grel, mi,358a1,rgyud 'grel, mi,359b,C1744,(no check),None,None,None,GT667,(no check),None,None,None,None
664.0,བྱང་ཆུབ་སེམས་ཀྱི་འགྲེལ་པ་ཞེས་བྱ་བ།,D1800,rgyud 'grel, ngi,38a5,rgyud 'grel, ngi,42b5,Q2665,rgyud 'grel, gi,42b7,rgyud 'grel, gi,48a2,N1460,rgyud 'grel, gi,41b5,rgyud 'grel, gi,46b1,C1745,rgyud 'grel, ngi,39a5,rgyud 'grel, ngi,43b5,GT668,rgyud 'grel, gi,56b1,rgyud 'grel, gi,62a6,None
665.0,བྱང་ཆུབ་སེམས་ཀྱི་འགྲེལ་པ,D1801,rgyud 'grel, ngi,42b5,rgyud 'grel, ngi,45a5,Q2666,rgyud 'grel, gi,48a2,rgyud 'grel, gi,50b7,N1461,rgyud 'grel, gi,46b1,rgyud 'grel, gi,49a5,C1746,rgyud 'grel, ngi,43b5,rgyud 'grel, ngi,46a5,GT669,rgyud 'grel, gi,62a6,rgyud 'grel, gi,66a4,None
472.0,རིམ་པ་ལྔ་པ,D1340,rgyud 'grel, ngi,45a5,rgyud 'grel, ngi,57a1,Q2472,rgyud 'grel, gi,50b7,rgyud 'grel, gi,64a1,N1267,rgyud 'grel, gi,49a5,rgyud 'grel, gi,62b2,C1281,rgyud 'grel, ngi,46a5,rgyud 'grel, ngi,58a1,GT476,rgyud 'grel, gi,67b1,rgyud 'grel, gi,83a4,None
667.0,སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ,D1803,rgyud 'grel, ngi,57a2,rgyud 'grel, ngi,106b7,Q2668,rgyud 'grel, gi,64a1,rgyud 'grel, gi,121b3,N1463,rgyud 'grel, gi,62b2,rgyud 'grel, gi,118b5,C1748,rgyud 'grel, ngi,58a2,rgyud 'grel, ngi,157b7,GT671,rgyud 'grel, gi,84b1,rgyud 'grel, gi,153a4,None
668.0,སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,D1804,rgyud 'grel, ngi,106b7,rgyud 'grel, ngi,112a3,Q2669,rgyud 'grel, gi,121b3,rgyud 'grel, gi,127a8,N1464,rgyud 'grel, gi,118b5,rgyud 'grel, gi,124b2,C1749,rgyud 'grel, ngi,106b7,rgyud 'grel, ngi,113a3,GT672,rgyud 'grel, gi,154b1,rgyud 'grel, gi,161a5,None
669.0,བདག་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་རྣམ་པར་དབྱེ་བ,D1805,rgyud 'grel, ngi,112a3,rgyud 'grel, ngi,114b1,Q2670,rgyud 'grel, gi,127a8,rgyud 'grel, gi,130a4,N1465,rgyud 'grel, gi,124b2,rgyud 'grel, gi,127a7,C1750,rgyud 'grel, ngi,113a3,rgyud 'grel, ngi,115b1,GT673,rgyud 'grel, gi,162b1,rgyud 'grel, gi,165b5,None
